ranking,num,data,name,score
31,(4033人评分),"
                          1986年8月2日 / 宮崎駿                    ",天空之城,8.5
32,(366人评分),"
                         3话 /  2015年9月26日 / 佐藤順一 / 天野こずえ                    ",水星领航员 The AVVENIRE,8.6
33,(2583人评分),"
                         1话 /  2001年7月28日 (Fantasia International Film Festival)、2002年9月14日 (日本) / 今敏 / 本田雄、今敏                    ",千年女优,8.5
34,(1681人评分),"
                         12话 /  2014年4月4日 / 長濵博史 / 漆原友紀 / 馬越嘉彦                    ",虫师 续章,8.5
35,(1764人评分),"
                         1话 /  2015年11月21日 / 水島努 / 杉本功                    ",少女与战车 剧场版,8.5
36,(419人评分),"
                          1993年8月7日 / 押井守                    ",机动警察 和平保卫战,8.6
37,(1120人评分),"
                          2008年7月12日 / 押井守                    ",攻壳机动队2.0,8.5
38,(6943人评分),"
                         23话 /  2007年10月4日                    ",CLANNAD,8.4
39,(1331人评分),"
                         26话 /  2003年10月4日                    ",星空清理者,8.4
40,(964人评分),"
                         10话 /  2016年10月7日 / 満仲勧 / 古舘春一（集英社「週刊少年ジャンプ」連載）                    ",排球少年 乌野高校 VS 白鸟泽学园高校,8.4
41,(1951人评分),"
                         25话 /  2013年1月11日 / 浅香守生 / 末次由紀（講談社「BE・LOVE」連載）                    ",歌牌情缘2,8.4
42,(9619人评分),"
                         12话 /  2011年1月6日 / 新房昭之 / Magica Quartet / 岸田隆宏                    ",魔法少女小圆,8.4
43,(1179人评分),"
                         74话 /  2004年4月6日                    ",怪物,8.4
44,(5373人评分),"
                         37话 /  2006年10月4日 / 荒木哲郎 / 大場つぐみ、小畑健                    ",死亡笔记,8.4
45,(3022人评分),"
                         1话 /  1997年7月12日                    ",幽灵公主,8.4
46,(947人评分),"
                         50话 /  1985年3月2日 / 富野由悠季 / 矢立肇 / 安彦良和                    ",机动战士Z高达,8.4
47,(2493人评分),"
                         1话 /  2006年11月25日 / 今敏 / 筒井康隆                    ",盗梦侦探,8.4
48,(3088人评分),"
                         26话 /  2012年10月5日 / 荒木飛呂彦                    ",JOJO的奇妙冒险,8.4
49,(4391人评分),"
                          2007年9月1日 / 庵野秀明                    ",福音战士新剧场版：序,8.3
50,(4095人评分),"
                         1话 /  2008年8月16日 / 平尾隆之 / 奈須きのこ                    ",空之境界 第五章 矛盾螺旋,8.4
51,(2107人评分),"
                         13话 /  2012年10月4日                    ",银魂' 延长战,8.4
52,(945人评分),"
                         101话 /  1985年3月24日 / あだち充                    ",棒球英豪,8.4
53,(534人评分),"
                         1话 /  2007年9月21日 / 佐藤順一 / 天野こずえ / 古賀誠                    ",水星领航员 OVA,8.4
54,(1164人评分),"
                         6话 /  1989年3月25日 / 高山文彦 / 矢立肇、富野由悠季 / 美樹本晴彦                    ",机动战士高达0080 口袋里的战争,8.4
55,(677人评分),"
                         51话 /  2003年4月3日 / 佐藤順一、平池芳正（第27话以后）                    ",百变之星,8.4
56,(1546人评分),"
                          1998年3月7日 / 庵野秀明                    ",新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,8.4
57,(2590人评分),"
                         1话 /  1984年3月11日 / 宮崎駿                    ",风之谷,8.4
58,(4016人评分),"
                         51话 /  2003年10月4日 / 水島精二 / 荒川弘 / 伊藤嘉之                    ",钢之炼金术师,8.3
59,(1159人评分),"
                         1话 /  2006年11月24日                    ",攻壳机动队 S.A.C. Solid State Society,8.4
60,(1831人评分),"
                         24话 /  2015年1月9日                    ",JOJO的奇妙冒险 星尘斗士 埃及篇,8.4
61,(2925人评分),"
                         54话 /  1999-03-07 / 本郷あきよし / 中鶴勝祥                    ",数码兽大冒险,8.3
62,(3017人评分),"
                         11话 /  2010年4月22日 / 湯浅政明 / 森見登美彦 / 伊東伸高                    ",四叠半神话大系,8.3
63,(586人评分),"
                         1话 /  2015年5月16日                    ",虫师 续章 铃之雫,8.4
64,(1231人评分),"
                         25话 /  2015年10月3日 / 古舘春一（集英社「週刊少年ジャンプ」連載）                    ",排球少年 第二季,8.3
65,(4554人评分),"
                         13话 /  2011年7月4日 / 大森貴弘 / 緑川ゆき / 髙田晃                    ",夏目友人帐 参,8.3
66,(461人评分),"
                         12话 /  2017年1月6日 / 畠山守(小俣真一) / 雲田はるこ「昭和元禄落語心中」（講談社「ITAN」連載）                    ",昭和元禄落语心中 -助六再临篇-,8.4
67,(1257人评分),"
                         26话 /  2007年4月12日                    ",王牌投手 振臂高挥,8.3
68,(1704人评分),"
                         45话 /  2002年4月9日 / 小林常夫 / 小野不由美 / 田中比呂人、楠本祐子                    ",十二国记,8.3
69,(6750人评分),"
                         25话 /  2006年10月5日 / 谷口悟朗 / 木村貴宏                    ",Code Geass 反叛的鲁路修,8.3
70,(4010人评分),"
                         16话 /  2007年7月26日 / 大森貴弘 / 成田良悟 / 岸田隆宏                    ",永生之酒,8.3
71,(2999人评分),"
                         11话 /  2014年4月10日                    ",乒乓,8.3
72,(321人评分),"
                         1787话 /  1979年4月2日                    ",哆啦A梦 大山版,8.5
73,(1764人评分),"
                         12话 /  2007年7月12日                    ",物怪,8.3
74,(1884人评分),"
                         62话 /  1999年10月16日 / 古橋一浩 / 冨樫義博                    ",猎人,8.3
75,(1061人评分),"
                          2005年4月15日 / 藤子・F・不二雄                    ",哆啦A梦,8.3
76,(926人评分),"
                         14话 /  2010年4月1日 / 吉田隆彦                    ",王牌投手 振臂高挥～夏日大会篇～,8.3
77,(1490人评分),"
                         1话 /  2001年9月1日 / 矢立肇                    ",星际牛仔 天国之扉,8.3
78,(933人评分),"
                         26话 /  2006年4月2日 / 佐藤順一 / 天野こずえ / 古賀誠                    ",水星领航员 第二季,8.3
79,(1086人评分),"
                         39话 /  1997年4月2日                    ",少女革命,8.3
80,(6196人评分),"
                         26话 /  2011年4月2日 / 石原立也 / あらゐけいいち / 西屋太志                    ",日常,8.3
81,(2137人评分),"
                         75话 /  2001年10月10日 / 西澤晋、神谷純、えんどうてつや / ほったゆみ、小畑健 / 本橋秀之、関口可奈味、上田美由紀、芝美奈子                    ",棋魂,8.3
82,(1834人评分),"
                         25话 /  2012年10月6日 / 秋田谷典昭 / 小畑健、大場つぐみ                    ",爆漫王。3,8.3
83,(1905人评分),"
                         10话 /  2006年2月10日 / 平野耕太                    ",皇家国教骑士团 OVA,8.3
84,(809人评分),"
                          1988年3月12日 / 富野由悠季 / 富野由悠季 / 北爪宏幸                    ",机动战士高达 逆袭的夏亚,8.3
85,(1332人评分),"
                         6话 /  1988年10月7日 / 庵野秀明 / 岡田斗司夫                    ",飞跃巅峰！,8.3
86,(2120人评分),"
                         1话 /  2008-06-27 / Andrew Stanton                    ",机器人总动员,8.3
87,(2544人评分),"
                          1997年3月15日                    ",新世纪福音战士剧场版 死与新生,8.3
88,(1728人评分),"
                         6话 /  2000年4月26日 / 鶴巻和哉 / GAINAX / 貞本義行                    ",FLCL,8.3
89,(234人评分),"
                         10话 /  2015-07-26                    ",瑞克和莫蒂 第二季,8.4
90,(672人评分),"
                         50话 /  1999年4月9日 / 富野由悠季 / 矢立肇、富野由悠季                    ",∀高达,8.3
91,(3373人评分),"
                         1话 /  1988年4月16日 / 宮崎駿                    ",龙猫,8.2
92,(1254人评分),"
                         1话 /  2014年1月4日                    ",虫师 蚀日之翳,8.3
93,(1115人评分),"
                         13话 /  2014年7月6日                    ",太空丹迪 第二季,8.3
94,(1766人评分),"
                         26话 /  2007年5月12日 / 磯光雄 / 磯光雄 / 本田雄                    ",电脑线圈,8.3
95,(1398人评分),"
                         13话 /  2005年10月5日 / 佐藤順一 / 天野こずえ / 古賀誠                    ",水星领航员,8.3
96,(3088人评分),"
                         12话 /  2003年8月26日                    ",全金属狂潮 校园篇,8.2
97,(441人评分),"
                         49话 /  2010年2月7日 / 長峯達也 / 東堂いづみ / 馬越嘉彦                    ",Heart Catch 光之美少女!,8.3
98,(1453人评分),"
                         1话 /  2003年11月8日 / 今敏 / 今敏                    ",东京教父,8.2
99,(8964人评分),"
                         25话 /  2011年10月1日                    ",Fate/Zero,8.2
100,(293人评分),"
                         11话 /  2013-12-02                    ",瑞克和莫蒂 第一季,8.4
101,(7332人评分),"
                         15话 /  2009年7月3日 / 新房昭之 / 西尾維新「化物語」（講談社BOX） / 渡辺明夫                    ",化物语,8.2
102,(7007人评分),"
                         3话 /  2007年3月3日 / 新海誠 / 西村貴世                    ",秒速5厘米,8.2
103,(4049人评分),"
                         25话 /  2012年9月28日 / 久保田誓（メイン）、清水祐実（サブ）                    ",来自新世界,8.2
104,(944人评分),"
                         3话 /  1995年12月23日 / 森本晃司、岡村天斎、大友克洋                    ",回忆三部曲,8.2
105,(3550人评分),"
                         1话 /  2016年8月26日 / 新海誠 / 田中将賀                    ",你的名字。,8.2
106,(1726人评分),"
                         51话 /  2005年4月17日 / 京田知己 / BONES                    ",交响诗篇,8.2
107,(252人评分),"
                         7话 /  2017年8月12日                    ",终物语 下,8.4
